Customer,State,Customer Lifetime Value,Response,Coverage,Coverage Index,Education,Education Index,Effective To Date,Employment Status,Employment Status Index,Gender,Income,Location,Location Index,Marital Status,Marital Status Index,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy Type Index,Policy,Policy Index,Renew Offer Type,Sales Channel,Sales Channel Index,Total Claim Amount,Vehicle Class,Vehicle Class Index,Vehicle Size,Vehicle Size Index
ZZ91716,California,4396.63,No,Extended,1,Bachelor,2,1/22/11,Unemployed,0,F,0,Suburban,1,Married,1,120,23,76,0,1,Personal Auto,0,Personal L3,2,2,Web,0,663.87,Four-Door Car,1,Small,0
GP18756,California,13401.52,No,Extended,1,College,1,1/22/11,Medical Leave,2,M,26449,Suburban,1,Divorced,2,124,42,85,0,2,Personal Auto,0,Personal L2,1,4,Web,0,596.16,Four-Door Car,1,Medsize,1
RV15398,Oregon,37233.75,No,Extended,1,College,1,1/22/11,Unemployed,0,M,0,Suburban,1,Divorced,2,117,22,55,1,2,Personal Auto,0,Personal L3,2,1,Agent,2,563.76,Four-Door Car,1,Large,2
QW33258,California,9561.82,No,Basic,0,Bachelor,2,1/22/11,Employed,1,M,71969,Suburban,1,Divorced,2,255,35,45,3,1,Personal Auto,0,Personal L3,2,2,Branch,1,1837.08,Luxury Car,3,Medsize,1
QQ89253,Oregon,13799.44,No,Extended,1,College,1,1/22/11,Unemployed,0,F,0,Suburban,1,Married,1,181,31,22,0,4,Personal Auto,0,Personal L3,2,1,Agent,2,868.32,SUV,4,Small,0
SL50592,California,10578.17,No,Basic,0,High School or Below,0,1/22/11,Unemployed,0,F,0,Suburban,1,Married,1,96,9,32,0,2,Corporate Auto,1,Corporate L3,5,4,Web,0,545.77,Four-Door Car,1,Small,0
NU32697,Oregon,7057.48,No,Basic,0,College,1,1/22/11,Unemployed,0,M,0,Suburban,1,Single,0,97,27,16,0,6,Corporate Auto,1,Corporate L3,5,1,Agent,2,699.84,Four-Door Car,1,Medsize,1
NZ57065,Oregon,3878.52,No,Basic,0,Bachelor,2,1/22/11,Employed,1,M,49739,Urban,2,Married,1,99,14,15,0,1,Personal Auto,0,Personal L3,2,2,Agent,2,383.35,Four-Door Car,1,Medsize,1
OB77084,Oregon,2973.15,No,Basic,0,Bachelor,2,1/22/11,Unemployed,0,F,0,Suburban,1,Married,1,82,3,46,1,1,Personal Auto,0,Personal L3,2,1,Call Center,3,395.28,Two-Door Car,0,Medsize,1
TJ30354,Oregon,7135.17,No,Basic,0,Bachelor,2,1/22/11,Employed,1,F,30546,Suburban,1,Married,1,90,26,58,0,8,Personal Auto,0,Personal L1,0,2,Agent,2,434.16,Four-Door Car,1,Medsize,1
QT89604,Arizona,6697.9,No,Basic,0,High School or Below,0,1/22/11,Employed,1,F,75198,Rural,0,Married,1,82,18,74,0,6,Personal Auto,0,Personal L3,2,1,Agent,2,204.03,Four-Door Car,1,Medsize,1
SB79528,Oregon,3405.26,No,Basic,0,College,1,1/22/11,Unemployed,0,M,0,Suburban,1,Single,0,99,32,20,0,1,Corporate Auto,1,Corporate L3,5,2,Branch,1,473.04,Two-Door Car,0,Medsize,1
PQ13422,Nevada,13566.54,No,Extended,1,College,1,1/22/11,Employed,1,M,78562,Suburban,1,Married,1,113,35,31,0,2,Personal Auto,0,Personal L3,2,2,Web,0,608.85,Four-Door Car,1,Small,0
UD27196,Arizona,26575.3,No,Extended,1,High School or Below,0,1/22/11,Employed,1,M,69557,Suburban,1,Married,1,329,8,41,0,3,Personal Auto,0,Personal L2,1,3,Branch,1,1581.12,Luxury Car,3,Small,0
CD76093,Nevada,10254.99,No,Basic,0,College,1,1/22/11,Employed,1,M,80793,Suburban,1,Married,1,259,38,84,0,1,Corporate Auto,1,Corporate L3,5,4,Call Center,3,1244.16,Luxury Car,3,Medsize,1
OY44814,Arizona,6639.15,No,Basic,0,High School or Below,0,1/22/11,Unemployed,0,M,0,Suburban,1,Single,0,96,36,109,0,5,Personal Auto,0,Personal L3,2,1,Web,0,690.12,Two-Door Car,0,Medsize,1
ZK61113,Oregon,8493.65,No,Extended,1,High School or Below,0,1/22/11,Unemployed,0,M,0,Suburban,1,Single,0,127,3,82,0,6,Personal Auto,0,Personal L2,1,3,Agent,2,913.68,Two-Door Car,0,Medsize,1
LF41085,Arizona,7607.59,No,Basic,0,College,1,1/22/11,Medical Leave,2,F,26448,Rural,0,Divorced,2,100,11,107,0,4,Personal Auto,0,Personal L2,1,1,Agent,2,129.5,Two-Door Car,0,Medsize,1
PV77906,Arizona,6486.09,No,Basic,0,Bachelor,2,1/22/11,Disabled,4,M,31865,Suburban,1,Married,1,86,5,116,0,8,Corporate Auto,1,Corporate L2,4,1,Web,0,622.08,Two-Door Car,0,Medsize,1
GJ43254,Washington,42716.84,No,Extended,1,College,1,1/22/11,Employed,1,M,120227,Rural,0,Married,1,132,23,122,0,2,Corporate Auto,1,Corporate L2,4,1,Call Center,3,252.94,Two-Door Car,0,Medsize,1
PG93638,Oregon,7777.5,No,Basic,0,College,1,1/22/11,Employed,1,M,39041,Urban,2,Married,1,99,15,103,0,5,Personal Auto,0,Personal L1,0,3,Call Center,3,280.57,Two-Door Car,0,Medsize,1
KP54476,California,10503.66,No,Extended,1,Master,3,1/22/11,Employed,1,M,117623,Suburban,1,Single,0,131,35,61,0,3,Personal Auto,0,Personal L1,0,2,Web,0,669.08,Two-Door Car,0,Medsize,1
HM22034,Nevada,6775.28,No,Basic,0,College,1,1/22/11,Unemployed,0,M,0,Suburban,1,Divorced,2,92,46,92,0,4,Personal Auto,0,Personal L1,0,1,Agent,2,905.14,Four-Door Car,1,Medsize,1
ER19995,Washington,24011.48,No,Basic,0,College,1,1/22/11,Employed,1,F,134717,Urban,2,Single,0,86,32,11,0,2,Personal Auto,0,Personal L3,2,3,Call Center,3,241.63,Four-Door Car,1,Medsize,1
VI78454,Arizona,3713.45,No,Basic,0,College,1,1/22/11,Employed,1,M,69915,Suburban,1,Divorced,2,95,11,46,0,1,Personal Auto,0,Personal L2,1,4,Call Center,3,453.6,Four-Door Car,1,Large,2
XS47087,Oregon,15814.96,No,Basic,0,College,1,1/22/11,Disabled,4,M,28488,Suburban,1,Married,1,135,0,109,0,2,Personal Auto,0,Personal L2,1,1,Agent,2,648,SUV,4,Medsize,1
NV69875,Oregon,3991.08,No,Basic,0,High School or Below,0,1/22/11,Employed,1,M,55216,Rural,0,Married,1,100,3,49,0,1,Corporate Auto,1,Corporate L2,4,4,Branch,1,18.4,Four-Door Car,1,Medsize,1
CQ21583,Oregon,28720.36,No,Extended,1,Doctor,4,1/22/11,Medical Leave,2,M,24208,Suburban,1,Married,1,107,11,51,0,2,Personal Auto,0,Personal L3,2,2,Call Center,3,511.92,Four-Door Car,1,Medsize,1
XU35186,California,3711.7,No,Basic,0,High School or Below,0,1/22/11,Employed,1,F,96451,Suburban,1,Single,0,95,8,128,2,1,Personal Auto,0,Personal L3,2,1,Branch,1,453.6,Four-Door Car,1,Medsize,1
MO38507,California,6129.51,No,Basic,0,High School or Below,0,1/22/11,Employed,1,M,80401,Suburban,1,Married,1,153,15,116,0,1,Personal Auto,0,Personal L3,2,3,Agent,2,920.03,Sports Car,2,Large,2
WR43077,California,13231.74,No,Extended,1,High School or Below,0,1/22/11,Unemployed,0,M,0,Suburban,1,Married,1,123,45,51,0,2,Corporate Auto,1,Corporate L3,5,3,Agent,2,589.68,Four-Door Car,1,Small,0
ZJ77881,Oregon,12761.55,No,Premium,2,Bachelor,2,1/22/11,Employed,1,F,124122,Suburban,1,Married,1,158,46,82,0,3,Personal Auto,0,Personal L3,2,3,Agent,2,758.16,Four-Door Car,1,Medsize,1
HS69837,Oregon,10734.9,No,Basic,0,College,1,1/22/11,Employed,1,M,101921,Rural,0,Divorced,2,135,7,97,0,3,Personal Auto,0,Personal L3,2,1,Branch,1,96.89,SUV,4,Small,0
WP83694,California,7173.14,No,Extended,1,Bachelor,2,1/22/11,Employed,1,F,92553,Rural,0,Married,1,177,22,15,0,1,Personal Auto,0,Personal L3,2,1,Agent,2,379.22,SUV,4,Medsize,1
ZD40816,Nevada,3757.84,No,Basic,0,Bachelor,2,1/22/11,Employed,1,M,57101,Urban,2,Married,1,96,39,84,0,1,Personal Auto,0,Personal L3,2,4,Agent,2,270.52,Four-Door Car,1,Medsize,1
UV43859,Oregon,11934.26,No,Basic,0,High School or Below,0,1/22/11,Employed,1,F,63851,Suburban,1,Married,1,155,14,62,4,4,Personal Auto,0,Personal L3,2,2,Web,0,1074.78,SUV,4,Medsize,1
UV48189,California,11442.71,No,Basic,0,Bachelor,2,1/22/11,Employed,1,M,38044,Suburban,1,Married,1,147,43,55,0,3,Personal Auto,0,Personal L2,1,3,Call Center,3,706.32,SUV,4,Medsize,1
QD36118,Oregon,6984.21,No,Basic,0,College,1,1/22/11,Unemployed,0,F,0,Suburban,1,Married,1,93,41,93,0,9,Personal Auto,0,Personal L2,1,1,Call Center,3,447.12,Four-Door Car,1,Medsize,1
US78266,California,9441.68,No,Basic,0,High School or Below,0,1/22/11,Unemployed,0,F,0,Suburban,1,Single,0,88,39,47,2,2,Corporate Auto,1,Corporate L2,4,1,Call Center,3,631.8,Four-Door Car,1,Medsize,1
NU84299,Arizona,3853.05,No,Basic,0,High School or Below,0,1/22/11,Employed,1,M,96020,Urban,2,Married,1,96,15,97,0,1,Personal Auto,0,Personal L1,0,4,Branch,1,438.4,Four-Door Car,1,Medsize,1
KH19280,Arizona,8793.38,No,Extended,1,College,1,1/22/11,Employed,1,F,67550,Urban,2,Married,1,109,32,123,0,6,Special Auto,2,Special L2,7,1,Call Center,3,409.57,Four-Door Car,1,Medsize,1
XO94933,California,5324.71,No,Basic,0,Bachelor,2,1/22/11,Employed,1,F,44931,Rural,0,Married,1,135,32,89,1,1,Personal Auto,0,Personal L3,2,2,Agent,2,280.14,SUV,4,Small,0
NS92256,Oregon,32100.05,No,Extended,1,Master,3,1/22/11,Employed,1,F,44593,Rural,0,Married,1,116,45,104,1,2,Personal Auto,0,Personal L3,2,2,Branch,1,117.56,Two-Door Car,0,Medsize,1
GP56044,Washington,37044.82,No,Extended,1,High School or Below,0,1/22/11,Employed,1,M,113813,Suburban,1,Married,1,185,22,50,0,2,Personal Auto,0,Personal L3,2,2,Agent,2,1165.61,SUV,4,Large,2
TX35617,California,6028.57,No,Basic,0,Bachelor,2,1/22/11,Employed,1,F,68727,Urban,2,Married,1,151,15,53,0,1,Personal Auto,0,Personal L3,2,2,Branch,1,457.72,SUV,4,Medsize,1
SR74929,Oregon,12771.24,No,Extended,1,High School or Below,0,1/22/11,Unemployed,0,F,0,Suburban,1,Single,0,180,31,43,0,6,Personal Auto,0,Personal L1,0,1,Call Center,3,1948.66,SUV,4,Medsize,1
GN93462,California,8769.87,No,Extended,1,Bachelor,2,1/22/11,Employed,1,M,120535,Rural,0,Married,1,109,34,4,0,3,Personal Auto,0,Personal L3,2,2,Call Center,3,147.19,Four-Door Car,1,Medsize,1
EA40332,Oregon,20783.08,No,Premium,2,Bachelor,2,1/22/11,Employed,1,M,48360,Suburban,1,Divorced,2,266,34,107,0,7,Personal Auto,0,Personal L2,1,2,Agent,2,1896.57,SUV,4,Medsize,1
IL91509,Oregon,17855.4,No,Basic,0,Bachelor,2,1/22/11,Unemployed,0,F,0,Suburban,1,Single,0,257,3,105,1,4,Special Auto,2,Special L3,8,1,Call Center,3,1887.33,Luxury Car,3,Medsize,1
JW70372,Arizona,9617.67,No,Extended,1,Doctor,4,1/22/11,Employed,1,F,82665,Rural,0,Married,1,120,36,68,2,7,Personal Auto,0,Personal L2,1,2,Branch,1,244.74,Four-Door Car,1,Medsize,1
YR76491,Oregon,20388.01,No,Extended,1,College,1,1/22/11,Unemployed,0,F,0,Rural,0,Married,1,185,14,124,0,2,Personal Auto,0,Personal L2,1,2,Branch,1,44.52,SUV,4,Medsize,1
ZQ51896,Oregon,28565.06,No,Basic,0,College,1,1/22/11,Unemployed,0,M,0,Suburban,1,Single,0,146,20,23,0,2,Special Auto,2,Special L1,6,4,Web,0,1049.76,SUV,4,Large,2
SI58884,California,5380.18,No,Basic,0,College,1,1/22/11,Retired,3,M,23247,Suburban,1,Married,1,142,14,32,0,1,Personal Auto,0,Personal L3,2,2,Web,0,680.4,SUV,4,Large,2
NH85248,Arizona,9305.78,No,Basic,0,College,1,1/22/11,Unemployed,0,M,0,Suburban,1,Single,0,92,11,97,0,2,Corporate Auto,1,Corporate L1,3,1,Agent,2,440.64,Two-Door Car,0,Medsize,1
MU96709,California,11634.7,No,Basic,0,High School or Below,0,1/22/11,Employed,1,F,62612,Suburban,1,Single,0,97,15,77,0,2,Corporate Auto,1,Corporate L3,5,3,Call Center,3,466.56,Four-Door Car,1,Large,2
HW93117,California,11028.6,No,Basic,0,Bachelor,2,1/22/11,Unemployed,0,F,0,Suburban,1,Single,0,157,14,134,0,3,Corporate Auto,1,Corporate L3,5,1,Branch,1,1127.52,Sports Car,2,Medsize,1
BR39076,California,10305.66,No,Basic,0,High School or Below,0,1/22/11,Unemployed,0,F,0,Suburban,1,Divorced,2,90,9,5,0,2,Personal Auto,0,Personal L3,2,2,Agent,2,601.7,Four-Door Car,1,Medsize,1
HC52114,California,5865.74,No,Basic,0,Bachelor,2,1/22/11,Unemployed,0,F,0,Suburban,1,Single,0,85,28,36,0,4,Corporate Auto,1,Corporate L1,3,3,Branch,1,624.56,Four-Door Car,1,Small,0
QK23524,Oregon,6951.56,No,Extended,1,Bachelor,2,1/22/11,Employed,1,F,36284,Suburban,1,Married,1,177,7,3,0,1,Personal Auto,0,Personal L2,1,4,Agent,2,848.88,SUV,4,Small,0
ZQ92997,Nevada,8659.01,No,Extended,1,High School or Below,0,1/22/11,Unemployed,0,M,0,Suburban,1,Single,0,120,0,16,0,5,Personal Auto,0,Personal L3,2,1,Call Center,3,865.08,Four-Door Car,1,Medsize,1
WW31823,Oregon,25906.93,No,Basic,0,High School or Below,0,1/22/11,Employed,1,F,52696,Suburban,1,Married,1,92,14,74,0,2,Personal Auto,0,Personal L1,0,1,Agent,2,629.7,Four-Door Car,1,Small,0
KJ41153,Oregon,11195.05,No,Basic,0,College,1,1/22/11,Employed,1,M,107503,Urban,2,Divorced,2,143,9,97,1,3,Personal Auto,0,Personal L3,2,2,Branch,1,464.47,SUV,4,Medsize,1
FG21322,Oregon,10688.11,No,Basic,0,Bachelor,2,1/22/11,Unemployed,0,F,0,Suburban,1,Single,0,97,0,131,0,2,Personal Auto,0,Personal L1,0,2,Web,0,466.56,Four-Door Car,1,Medsize,1
JG66653,Oregon,3426.2,No,Basic,0,High School or Below,0,1/22/11,Employed,1,M,34433,Suburban,1,Married,1,88,14,22,0,1,Personal Auto,0,Personal L3,2,3,Branch,1,421.2,Two-Door Car,0,Medsize,1
GL44478,Oregon,13481.99,No,Extended,1,High School or Below,0,1/22/11,Disabled,4,M,32490,Suburban,1,Single,0,178,16,3,0,6,Corporate Auto,1,Corporate L3,5,2,Branch,1,855.36,Sports Car,2,Medsize,1
IQ40799,Washington,8543.04,No,Basic,0,Bachelor,2,1/22/11,Unemployed,0,M,0,Suburban,1,Single,0,135,23,28,2,4,Personal Auto,0,Personal L2,1,1,Branch,1,875.29,SUV,4,Small,0
LZ10377,California,9182.79,No,Extended,1,High School or Below,0,1/22/11,Employed,1,M,64059,Suburban,1,Married,1,117,0,42,1,6,Personal Auto,0,Personal L3,2,2,Agent,2,563.76,Four-Door Car,1,Medsize,1
DK26322,Washington,16634.48,No,Basic,0,High School or Below,0,1/22/11,Medical Leave,2,M,36297,Suburban,1,Single,0,153,43,90,0,2,Special Auto,2,Special L3,8,1,Web,0,732.24,SUV,4,Small,0
UF91715,Nevada,10347.49,No,Premium,2,High School or Below,0,1/22/11,Unemployed,0,M,0,Suburban,1,Single,0,144,19,122,0,3,Personal Auto,0,Personal L3,2,1,Agent,2,1040.04,Four-Door Car,1,Medsize,1
RF58958,California,15693.51,No,Premium,2,High School or Below,0,1/22/11,Unemployed,0,M,0,Suburban,1,Single,0,153,43,89,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,1098.36,Four-Door Car,1,Medsize,1
OQ43721,Oregon,3575.44,No,Basic,0,High School or Below,0,1/22/11,Disabled,4,F,35829,Suburban,1,Married,1,93,20,5,0,1,Personal Auto,0,Personal L2,1,2,Branch,1,510.88,Four-Door Car,1,Medsize,1
NX84287,California,14663.05,No,Extended,1,Master,3,1/22/11,Employed,1,F,88731,Urban,2,Married,1,181,19,20,0,6,Corporate Auto,1,Corporate L2,4,1,Agent,2,491.39,SUV,4,Medsize,1
XN90444,California,11070.36,No,Basic,0,Doctor,4,1/22/11,Employed,1,M,33499,Suburban,1,Single,0,93,42,65,0,2,Special Auto,2,Special L1,6,2,Call Center,3,447.12,Two-Door Car,0,Medsize,1
HK16676,Oregon,3662.32,No,Basic,0,High School or Below,0,1/22/11,Employed,1,M,53484,Suburban,1,Married,1,92,0,74,0,1,Corporate Auto,1,Corporate L3,5,1,Agent,2,440.64,Four-Door Car,1,Small,0
FE46445,Arizona,9403.32,No,Extended,1,High School or Below,0,1/22/11,Employed,1,F,34305,Urban,2,Married,1,116,11,99,0,8,Personal Auto,0,Personal L1,0,2,Branch,1,327.79,Four-Door Car,1,Medsize,1
XF33416,Oregon,11734.58,No,Premium,2,College,1,1/22/11,Employed,1,F,43181,Suburban,1,Divorced,2,150,18,112,0,6,Personal Auto,0,Personal L2,1,1,Branch,1,719.28,Four-Door Car,1,Small,0
EY83434,Washington,29739.35,No,Extended,1,High School or Below,0,1/22/11,Unemployed,0,M,0,Suburban,1,Married,1,163,36,78,0,2,Personal Auto,0,Personal L3,2,2,Branch,1,784.08,SUV,4,Large,2
BW43011,California,5176.18,No,Basic,0,High School or Below,0,1/22/11,Unemployed,0,M,0,Suburban,1,Single,0,151,18,18,0,1,Personal Auto,0,Personal L2,1,1,Agent,2,1088.64,SUV,4,Medsize,1
KF62288,Oregon,8463.33,No,Extended,1,High School or Below,0,1/22/11,Unemployed,0,F,0,Suburban,1,Single,0,120,34,53,1,7,Special Auto,2,Special L2,7,1,Call Center,3,1272.07,Two-Door Car,0,Large,2
KJ52520,Arizona,11018.4,No,Basic,0,High School or Below,0,1/22/11,Employed,1,F,61115,Rural,0,Single,0,95,15,85,0,2,Personal Auto,0,Personal L3,2,4,Call Center,3,62.17,Two-Door Car,0,Medsize,1
GB71156,California,12361.04,No,Premium,2,College,1,1/22/11,Employed,1,M,80492,Suburban,1,Divorced,2,158,31,59,0,3,Corporate Auto,1,Corporate L3,5,3,Branch,1,786.76,Four-Door Car,1,Small,0
IO64256,Oregon,3694.88,No,Basic,0,High School or Below,0,1/22/11,Employed,1,F,106500,Rural,0,Married,1,92,0,113,0,1,Corporate Auto,1,Corporate L3,5,4,Branch,1,69.96,Two-Door Car,0,Medsize,1
RU58277,California,20905.84,No,Basic,0,Master,3,1/22/11,Employed,1,F,97235,Urban,2,Married,1,258,30,97,0,6,Corporate Auto,1,Corporate L2,4,4,Web,0,749.15,Luxury SUV,5,Small,0
KX47545,Oregon,10842.8,No,Basic,0,High School or Below,0,1/22/11,Employed,1,M,54111,Suburban,1,Divorced,2,93,8,24,0,2,Personal Auto,0,Personal L2,1,4,Agent,2,447.12,Four-Door Car,1,Small,0
OG36837,Arizona,10325.15,No,Extended,1,Doctor,4,1/22/11,Employed,1,F,122946,Urban,2,Married,1,127,28,34,2,3,Personal Auto,0,Personal L1,0,2,Call Center,3,543.7,Four-Door Car,1,Medsize,1
GY64553,California,6260,No,Premium,2,Bachelor,2,1/22/11,Employed,1,M,130973,Urban,2,Married,1,155,45,81,1,1,Personal Auto,0,Personal L2,1,3,Agent,2,721.01,Two-Door Car,0,Medsize,1
GP22382,Oregon,6558.46,No,Extended,1,College,1,1/22/11,Employed,1,F,29275,Suburban,1,Single,0,171,0,95,0,1,Corporate Auto,1,Corporate L3,5,2,Web,0,822.96,Sports Car,2,Large,2
No73257,Nevada,3971.47,No,Basic,0,Bachelor,2,1/22/11,Employed,1,F,86982,Rural,0,Divorced,2,100,26,66,0,1,Personal Auto,0,Personal L2,1,2,Branch,1,65.05,Four-Door Car,1,Medsize,1
CE11308,Washington,4826.31,No,Extended,1,College,1,1/22/11,Employed,1,M,40829,Urban,2,Married,1,124,15,97,0,1,Personal Auto,0,Personal L2,1,4,Call Center,3,517.2,Four-Door Car,1,Medsize,1
FW16824,Oregon,6423.56,No,Basic,0,High School or Below,0,1/22/11,Employed,1,M,98287,Suburban,1,Married,1,84,18,46,4,3,Corporate Auto,1,Corporate L3,5,2,Branch,1,493.38,Four-Door Car,1,Medsize,1
LD53393,California,10013.5,No,Basic,0,Bachelor,2,1/22/11,Employed,1,M,91063,Suburban,1,Married,1,250,4,96,0,1,Personal Auto,0,Personal L1,0,2,Agent,2,1798.2,Luxury Car,3,Large,2
BG74433,Oregon,3516.54,No,Basic,0,Bachelor,2,1/22/11,Unemployed,0,F,0,Suburban,1,Single,0,100,26,68,0,1,Corporate Auto,1,Corporate L1,3,2,Call Center,3,719.28,Four-Door Car,1,Medsize,1
CP74755,Oregon,3842.33,No,Basic,0,College,1,1/22/11,Employed,1,F,52909,Suburban,1,Divorced,2,96,9,15,0,1,Corporate Auto,1,Corporate L3,5,3,Branch,1,476.27,Four-Door Car,1,Medsize,1
JN55850,California,9498.28,No,Extended,1,Doctor,4,1/22/11,Employed,1,M,104267,Urban,2,Married,1,117,3,92,0,5,Personal Auto,0,Personal L3,2,2,Branch,1,418.72,Two-Door Car,0,Medsize,1
LB29621,Oregon,12547.64,No,Extended,1,Bachelor,2,1/22/11,Employed,1,F,28850,Rural,0,Married,1,104,1,47,0,2,Corporate Auto,1,Corporate L3,5,2,Call Center,3,141.99,Four-Door Car,1,Medsize,1
OO97388,Oregon,3855.18,No,Basic,0,Master,3,1/22/11,Employed,1,F,134476,Suburban,1,Married,1,95,19,27,0,1,Personal Auto,0,Personal L1,0,2,Agent,2,453.6,Two-Door Car,0,Small,0
LL92275,California,6788.8,No,Basic,0,College,1,1/22/11,Unemployed,0,F,0,Urban,2,Married,1,90,28,81,0,5,Personal Auto,0,Personal L3,2,4,Web,0,291.87,Four-Door Car,1,Medsize,1
XU97999,California,13631.22,No,Basic,0,High School or Below,0,1/22/11,Employed,1,M,93146,Urban,2,Married,1,85,4,35,0,2,Personal Auto,0,Personal L2,1,2,Agent,2,279.35,Four-Door Car,1,Large,2
QS23134,Arizona,16881.07,No,Premium,2,College,1,1/22/11,Employed,1,M,45557,Suburban,1,Married,1,143,39,31,0,2,Personal Auto,0,Personal L2,1,2,Call Center,3,686.88,Two-Door Car,0,Medsize,1
RN96985,Oregon,33860.94,No,Basic,0,High School or Below,0,1/22/11,Unemployed,0,F,0,Suburban,1,Single,0,135,36,78,0,2,Personal Auto,0,Personal L3,2,1,Branch,1,1351.15,SUV,4,Medsize,1
EB34435,Arizona,4044.79,No,Extended,1,High School or Below,0,1/22/11,Unemployed,0,M,0,Suburban,1,Single,0,111,12,28,0,1,Corporate Auto,1,Corporate L3,5,2,Call Center,3,797.04,Four-Door Car,1,Large,2
IE29890,Oregon,11963,No,Basic,0,High School or Below,0,1/22/11,Employed,1,F,78948,Suburban,1,Divorced,2,153,8,47,1,5,Personal Auto,0,Personal L3,2,2,Branch,1,732.24,SUV,4,Medsize,1
VM89271,Arizona,5190.17,No,Extended,1,High School or Below,0,1/22/11,Employed,1,M,35454,Suburban,1,Married,1,131,8,80,0,1,Personal Auto,0,Personal L2,1,4,Call Center,3,628.56,Four-Door Car,1,Small,0
DO48835,Oregon,18196.38,No,Basic,0,High School or Below,0,1/22/11,Unemployed,0,M,0,Suburban,1,Single,0,267,45,74,1,3,Corporate Auto,1,Corporate L2,4,1,Call Center,3,1924.56,Luxury SUV,5,Medsize,1
HJ37943,California,18000.07,No,Premium,2,Bachelor,2,1/22/11,Employed,1,F,102106,Urban,2,Married,1,149,18,70,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,584.29,Two-Door Car,0,Medsize,1
CH50584,Oregon,43840.94,No,Basic,0,High School or Below,0,1/22/11,Employed,1,M,96456,Suburban,1,Divorced,2,138,23,9,0,2,Personal Auto,0,Personal L3,2,4,Call Center,3,991.44,SUV,4,Small,0
BD42101,California,33791.71,No,Basic,0,Bachelor,2,1/22/11,Unemployed,0,M,0,Suburban,1,Divorced,2,149,1,72,1,2,Corporate Auto,1,Corporate L2,4,1,Branch,1,712.8,SUV,4,Medsize,1
PB41497,Oregon,3870.15,No,Basic,0,High School or Below,0,1/22/11,Employed,1,M,110380,Suburban,1,Married,1,97,30,16,1,1,Personal Auto,0,Personal L3,2,2,Branch,1,699.84,Two-Door Car,0,Small,0
EO95783,Arizona,36131.17,No,Basic,0,High School or Below,0,1/22/11,Employed,1,M,113640,Rural,0,Divorced,2,100,46,108,0,2,Personal Auto,0,Personal L3,2,2,Call Center,3,16.99,Two-Door Car,0,Medsize,1
UT88283,Arizona,3746.36,No,Basic,0,College,1,1/22/11,Disabled,4,F,39219,Rural,0,Married,1,99,42,107,0,1,Personal Auto,0,Personal L3,2,1,Agent,2,206.82,Two-Door Car,0,Medsize,1
CR56473,Nevada,7090.89,No,Basic,0,High School or Below,0,1/22/11,Unemployed,0,M,0,Suburban,1,Single,0,100,43,84,0,3,Corporate Auto,1,Corporate L3,5,1,Agent,2,719.28,Four-Door Car,1,Medsize,1
RJ80405,Arizona,7423.19,No,Basic,0,Bachelor,2,1/22/11,Employed,1,M,44808,Suburban,1,Married,1,95,12,108,0,9,Personal Auto,0,Personal L1,0,3,Branch,1,598.78,Four-Door Car,1,Medsize,1
VE80757,Oregon,5815.08,No,Basic,0,Bachelor,2,1/22/11,Unemployed,0,M,0,Suburban,1,Single,0,84,36,19,0,3,Personal Auto,0,Personal L1,0,3,Branch,1,586.26,Two-Door Car,0,Medsize,1
PX66705,California,11146.97,No,Basic,0,High School or Below,0,1/22/11,Employed,1,F,27097,Suburban,1,Married,1,95,35,46,0,2,Personal Auto,0,Personal L3,2,2,Agent,2,658.55,Four-Door Car,1,Medsize,1
UC35517,Oregon,25018.75,No,Basic,0,College,1,1/22/11,Unemployed,0,M,0,Suburban,1,Single,0,95,1,41,0,2,Corporate Auto,1,Corporate L3,5,4,Branch,1,680.4,Four-Door Car,1,Small,0
VN30344,California,7307.14,No,Extended,1,College,1,1/22/11,Unemployed,0,M,0,Suburban,1,Single,0,108,11,59,0,3,Personal Auto,0,Personal L3,2,2,Agent,2,777.6,Four-Door Car,1,Small,0
SX20211,Oregon,10948.91,No,Premium,2,College,1,1/22/11,Employed,1,M,70940,Suburban,1,Married,1,136,14,1,0,5,Personal Auto,0,Personal L3,2,2,Call Center,3,793.13,Four-Door Car,1,Medsize,1
ZB85648,California,40922.97,No,Extended,1,College,1,1/22/11,Employed,1,F,90608,Urban,2,Single,0,115,14,51,0,2,Personal Auto,0,Personal L3,2,4,Web,0,444.72,Two-Door Car,0,Medsize,1
TO18404,California,14111.9,No,Extended,1,Bachelor,2,1/22/11,Employed,1,F,99365,Urban,2,Divorced,2,119,16,101,0,2,Corporate Auto,1,Corporate L3,5,2,Agent,2,537.56,Two-Door Car,0,Medsize,1
YC63458,California,7956.05,No,Basic,0,Bachelor,2,1/22/11,Employed,1,F,116772,Rural,0,Married,1,100,18,18,1,5,Personal Auto,0,Personal L2,1,3,Agent,2,11.52,Two-Door Car,0,Medsize,1
BC85847,California,9277.26,No,Basic,0,Bachelor,2,1/22/11,Unemployed,0,F,0,Suburban,1,Single,0,86,0,97,0,2,Corporate Auto,1,Corporate L1,3,1,Call Center,3,789.83,Four-Door Car,1,Small,0
