customer_id,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy_name,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,income_band,claim_severity,complaint_risk,risk_score,missing_income_flag
XO92596,California,8107.89,Yes,Extended,College,0011-02-23,Retired,M,18263,Suburban,Single,116,28,47,0,3,Personal Auto,Personal L3,1,Agent,557.28,Four-Door Car,Medsize,Low,Medium,None,2,0
QO56615,California,4023.01,No,Extended,College,2024-09-02,Medical Leave,F,18272,Suburban,Married,108,9,72,1,1,Personal Auto,Personal L3,2,Agent,518.4,Four-Door Car,Small,Low,Medium,Low,4,0
KX86150,California,9704.2,No,Extended,High School or Below,0011-01-29,Medical Leave,M,18282,Suburban,Married,127,7,47,0,8,Personal Auto,Personal L3,1,Web,609.12,Four-Door Car,Small,Low,Medium,None,2,0
WQ68301,Oregon,3817.04,No,Basic,Bachelor,0011-01-29,Medical Leave,M,18374,Suburban,Married,100,9,86,0,1,Personal Auto,Personal L3,4,Agent,479.52,Four-Door Car,Large,Low,Low,None,2,0
MN53151,Oregon,37715.96,No,Basic,College,2024-05-02,Retired,M,18392,Suburban,Divorced,158,5,15,0,2,Personal Auto,Personal L1,4,Agent,758.16,Sports Car,Medsize,Low,Medium,None,2,0
RL65736,Oregon,8470.5,No,Extended,High School or Below,0011-02-14,Medical Leave,F,18444,Suburban,Single,115,39,50,0,3,Personal Auto,Personal L1,1,Agent,550.8,Four-Door Car,Small,Low,Medium,None,2,0
QC93181,California,34377.51,Yes,Extended,College,2024-01-02,Retired,F,18445,Suburban,Single,131,1,89,0,2,Corporate Auto,Corporate L1,1,Branch,628.56,Four-Door Car,Small,Low,Medium,None,2,0
BG30513,California,34377.51,Yes,Extended,College,2024-01-02,Retired,F,18445,Suburban,Single,131,1,89,0,2,Personal Auto,Personal L2,1,Branch,628.56,Four-Door Car,Small,Low,Medium,None,2,0
VJ64329,Oregon,34377.51,Yes,Extended,College,2024-01-02,Retired,F,18445,Suburban,Single,131,1,89,0,2,Corporate Auto,Corporate L3,1,Branch,628.56,Four-Door Car,Small,Low,Medium,None,2,0
FH43628,California,34377.51,Yes,Extended,College,2024-01-02,Retired,F,18445,Suburban,Single,131,1,89,0,2,Personal Auto,Personal L2,1,Branch,628.56,Four-Door Car,Small,Low,Medium,None,2,0
WS53288,Oregon,34377.51,Yes,Extended,College,2024-01-02,Retired,F,18445,Suburban,Single,131,1,89,0,2,Personal Auto,Personal L3,1,Branch,628.56,Four-Door Car,Small,Low,Medium,None,2,0
QX84402,California,34377.51,Yes,Extended,College,2024-01-02,Retired,F,18445,Suburban,Single,131,1,89,0,2,Corporate Auto,Corporate L3,1,Branch,628.56,Four-Door Car,Small,Low,Medium,None,2,0
WY23230,Oregon,8216.68,No,Extended,College,0011-02-24,Retired,F,18479,Suburban,Divorced,113,34,3,0,8,Personal Auto,Personal L2,1,Agent,544.32,Two-Door Car,Medsize,Low,Medium,None,2,0
SV62436,Washington,4106.42,No,Extended,Bachelor,0011-01-21,Disabled,F,18615,Suburban,Divorced,107,11,66,0,1,Personal Auto,Personal L3,4,Call Center,511.92,Four-Door Car,Medsize,Low,Medium,None,2,0
FL59259,Nevada,8528.45,No,Extended,High School or Below,2024-02-02,Medical Leave,F,18619,Suburban,Divorced,117,3,4,2,3,Personal Auto,Personal L3,1,Web,837.26,Four-Door Car,Medsize,Low,Medium,Low,4,0
LC23144,California,11445.71,No,Basic,High School or Below,0011-02-28,Medical Leave,F,18725,Suburban,Married,147,1,105,0,5,Personal Auto,Personal L3,3,Web,743.08,SUV,Medsize,Low,Medium,None,2,0
TJ51874,Washington,11553.35,No,Basic,High School or Below,0011-02-13,Medical Leave,M,18776,Suburban,Married,157,16,100,2,8,Corporate Auto,Corporate L3,1,Web,1085.58,SUV,Medsize,Low,Medium,Low,4,0
CT96082,Oregon,6359.96,No,Basic,Bachelor,2024-05-01,Disabled,F,18810,Rural,Married,84,34,43,0,6,Corporate Auto,Corporate L3,1,Call Center,66.64,Two-Door Car,Medsize,Low,Low,None,2,0
EI58541,Washington,3671.33,Yes,Basic,College,0011-01-24,Retired,F,18941,Suburban,Married,97,15,4,0,1,Personal Auto,Personal L3,2,Branch,466.56,Two-Door Car,Large,Low,Low,None,2,0
ST65635,Arizona,3671.33,Yes,Basic,College,0011-01-24,Retired,F,18941,Suburban,Married,97,15,4,0,1,Corporate Auto,Corporate L3,2,Branch,466.56,Two-Door Car,Large,Low,Low,None,2,0
WF51811,Arizona,3671.33,Yes,Basic,College,0011-01-24,Retired,F,18941,Suburban,Married,97,15,4,0,1,Personal Auto,Personal L2,2,Branch,466.56,Two-Door Car,Large,Low,Low,None,2,0
SC40169,Oregon,3671.33,Yes,Basic,College,0011-01-24,Retired,F,18941,Suburban,Married,97,15,4,0,1,Personal Auto,Personal L2,2,Branch,466.56,Two-Door Car,Large,Low,Low,None,2,0
YC69616,Arizona,3671.33,Yes,Basic,College,0011-01-24,Retired,F,18941,Suburban,Married,97,15,4,0,1,Personal Auto,Personal L3,2,Branch,466.56,Two-Door Car,Large,Low,Low,None,2,0
LS59637,Arizona,3671.33,Yes,Basic,College,0011-01-24,Retired,F,18941,Suburban,Married,97,15,4,0,1,Corporate Auto,Corporate L2,2,Branch,466.56,Two-Door Car,Large,Low,Low,None,2,0
AA16582,Washington,32572.13,Yes,Basic,Bachelor,0011-01-26,Medical Leave,M,18997,Suburban,Divorced,96,18,4,0,2,Personal Auto,Personal L2,1,Agent,690.12,Four-Door Car,Medsize,Low,Medium,None,2,0
PU42145,California,32572.13,Yes,Basic,Bachelor,0011-01-26,Medical Leave,M,18997,Suburban,Divorced,96,18,4,0,2,Personal Auto,Personal L3,1,Agent,690.12,Four-Door Car,Medsize,Low,Medium,None,2,0
FR12423,Oregon,32572.13,Yes,Basic,Bachelor,0011-01-26,Medical Leave,M,18997,Suburban,Divorced,96,18,4,0,2,Personal Auto,Personal L3,1,Agent,690.12,Four-Door Car,Medsize,Low,Medium,None,2,0
DY87989,Oregon,32572.13,Yes,Basic,Bachelor,0011-01-26,Medical Leave,M,18997,Suburban,Divorced,96,18,4,0,2,Corporate Auto,Corporate L3,1,Agent,690.12,Four-Door Car,Medsize,Low,Medium,None,2,0
FP39090,Oregon,32572.13,Yes,Basic,Bachelor,0011-01-26,Medical Leave,M,18997,Suburban,Divorced,96,18,4,0,2,Special Auto,Special L2,1,Agent,690.12,Four-Door Car,Medsize,Low,Medium,None,2,0
YH23384,Arizona,32572.13,Yes,Basic,Bachelor,0011-01-26,Medical Leave,M,18997,Suburban,Divorced,96,18,4,0,2,Personal Auto,Personal L3,1,Agent,690.12,Four-Door Car,Medsize,Low,Medium,None,2,0
ZN59196,Oregon,5640.13,No,Premium,Bachelor,0011-01-13,Medical Leave,F,19046,Suburban,Married,147,36,119,0,1,Personal Auto,Personal L1,1,Call Center,706.32,Four-Door Car,Small,Low,Medium,None,2,0
FX26050,Oregon,30661.23,No,Basic,Doctor,0011-01-16,Disabled,M,19061,Rural,Married,90,5,72,0,2,Special Auto,Special L1,4,Agent,91.83,Two-Door Car,Medsize,Low,Low,None,2,0
BS95225,California,3533.9,No,Basic,College,0011-01-19,Medical Leave,M,19104,Suburban,Single,97,7,55,1,1,Personal Auto,Personal L2,2,Branch,466.56,Four-Door Car,Medsize,Low,Low,Low,4,0
PO80505,Nevada,5701.42,No,Basic,College,2024-02-01,Disabled,F,19130,Suburban,Married,147,12,14,0,1,Personal Auto,Personal L3,1,Agent,706.32,SUV,Medsize,Low,Medium,None,2,0
PQ36549,Arizona,7557.67,No,Basic,Bachelor,2024-09-02,Disabled,M,19135,Suburban,Married,97,1,84,0,8,Personal Auto,Personal L1,1,Call Center,466.56,Four-Door Car,Medsize,Low,Low,None,2,0
LG87047,California,25098.59,No,Basic,High School or Below,0011-01-17,Disabled,M,19182,Suburban,Married,84,46,49,0,2,Personal Auto,Personal L3,3,Web,401.76,Four-Door Car,Medsize,Low,Low,None,2,0
UT18598,California,6634.89,No,Basic,Bachelor,0011-02-24,Disabled,F,19213,Suburban,Married,86,18,1,0,5,Personal Auto,Personal L3,4,Agent,414.72,Four-Door Car,Small,Low,Low,None,2,0
DO20853,Oregon,6446.89,No,Extended,High School or Below,0011-01-30,Disabled,F,19243,Suburban,Married,167,28,22,0,1,Corporate Auto,Corporate L1,3,Branch,803.52,SUV,Large,Low,Medium,None,2,0
NL80137,Oregon,4671.9,No,Extended,College,0011-01-16,Disabled,F,19254,Urban,Married,122,36,12,0,1,Personal Auto,Personal L3,1,Agent,392.08,Four-Door Car,Medsize,Low,Low,None,2,0
ZR79373,Arizona,13742.62,Yes,Premium,Bachelor,2024-05-01,Retired,F,19292,Suburban,Married,366,27,54,0,1,Personal Auto,Personal L3,1,Agent,1756.08,Luxury SUV,Medsize,Low,Medium,None,5,0
UY18770,California,13742.62,Yes,Premium,Bachelor,2024-05-01,Retired,F,19292,Suburban,Married,366,27,54,0,1,Personal Auto,Personal L3,1,Agent,1756.08,Luxury SUV,Medsize,Low,Medium,None,5,0
DT77901,Oregon,13742.62,Yes,Premium,Bachelor,2024-05-01,Retired,F,19292,Suburban,Married,366,27,54,0,1,Personal Auto,Personal L3,1,Agent,1756.08,Luxury SUV,Medsize,Low,Medium,None,5,0
QW47320,California,13742.62,Yes,Premium,Bachelor,2024-05-01,Retired,F,19292,Suburban,Married,366,27,54,0,1,Personal Auto,Personal L1,1,Agent,1756.08,Luxury SUV,Medsize,Low,Medium,None,5,0
MA15172,California,13742.62,Yes,Premium,Bachelor,2024-05-01,Retired,F,19292,Suburban,Married,366,27,54,0,1,Personal Auto,Personal L2,1,Agent,1756.08,Luxury SUV,Medsize,Low,Medium,None,5,0
YP53257,Oregon,13742.62,Yes,Premium,Bachelor,2024-05-01,Retired,F,19292,Suburban,Married,366,27,54,0,1,Personal Auto,Personal L3,1,Agent,1756.08,Luxury SUV,Medsize,Low,Medium,None,5,0
OA55110,Arizona,7106.89,No,Basic,Master,0011-02-27,Medical Leave,M,19313,Urban,Divorced,100,42,30,3,7,Corporate Auto,Corporate L2,2,Agent,479.33,Four-Door Car,Medsize,Low,Low,High,4,0
DQ28641,Nevada,3598.05,No,Basic,High School or Below,2024-09-01,Medical Leave,M,19325,Suburban,Married,96,45,22,0,1,Personal Auto,Personal L1,2,Branch,690.12,Four-Door Car,Medsize,Low,Medium,None,2,0
ZM45168,Oregon,3237.78,No,Basic,College,0011-02-14,Disabled,M,19333,Suburban,Single,88,27,97,0,1,Personal Auto,Personal L2,1,Branch,572.16,Four-Door Car,Medsize,Low,Medium,None,2,0
OT24208,California,16727.15,No,Basic,Bachelor,2024-05-01,Medical Leave,M,19416,Suburban,Married,89,11,65,0,2,Personal Auto,Personal L3,3,Agent,427.68,Four-Door Car,Medsize,Low,Low,None,2,0
YE20366,California,9697.15,No,Basic,Bachelor,2024-09-01,Medical Leave,M,19427,Suburban,Single,88,22,5,0,2,Personal Auto,Personal L2,1,Agent,543.75,Four-Door Car,Medsize,Low,Medium,None,2,0
ZE60021,Nevada,6918.48,No,Extended,High School or Below,2024-09-02,Medical Leave,F,19528,Suburban,Married,182,41,68,1,1,Corporate Auto,Corporate L2,1,Web,1275.08,Sports Car,Small,Low,Medium,Low,4,0
ZV36800,Oregon,5719.74,No,Basic,Bachelor,0011-01-23,Disabled,M,19543,Suburban,Married,153,15,0,0,1,Corporate Auto,Corporate L3,3,Branch,732.24,Sports Car,Medsize,Low,Medium,None,2,0
QX54666,California,15082.87,No,Basic,High School or Below,0011-01-19,Disabled,M,19620,Suburban,Single,85,5,27,0,2,Personal Auto,Personal L3,1,Branch,408.24,Four-Door Car,Medsize,Low,Low,None,2,0
OT66924,Oregon,6320.06,No,Basic,Bachelor,0011-01-26,Disabled,F,19718,Suburban,Married,97,3,127,5,4,Personal Auto,Personal L2,3,Call Center,593.69,Four-Door Car,Medsize,Low,Medium,High,4,0
ZH92587,Oregon,10971.13,No,Basic,College,0011-02-22,Disabled,F,19732,Suburban,Married,144,30,99,0,3,Personal Auto,Personal L3,1,Agent,693.36,SUV,Medsize,Low,Medium,None,2,0
BJ18904,Arizona,5352.12,No,Basic,College,0011-02-22,Medical Leave,M,19732,Suburban,Married,143,22,31,0,1,Personal Auto,Personal L3,1,Agent,776.6,SUV,Small,Low,Medium,None,2,0
GH94657,California,3131.76,No,Basic,Bachelor,0011-01-27,Disabled,M,19791,Suburban,Married,82,19,131,0,1,Personal Auto,Personal L2,2,Call Center,535.42,Four-Door Car,Medsize,Low,Medium,None,2,0
YJ24476,Nevada,6153.88,No,Basic,Bachelor,2024-07-01,Medical Leave,F,19798,Suburban,Married,82,8,111,0,3,Personal Auto,Personal L3,3,Call Center,395.28,Four-Door Car,Small,Low,Low,None,2,0
XB86235,Arizona,32651.43,No,Basic,Doctor,2024-08-02,Disabled,M,19859,Suburban,Single,151,34,116,0,2,Personal Auto,Personal L2,3,Agent,725.76,Sports Car,Medsize,Low,Medium,None,2,0
HJ19927,Nevada,7151.8,No,Basic,Master,0011-02-16,Medical Leave,M,19946,Rural,Married,93,15,59,0,5,Personal Auto,Personal L3,3,Agent,230.77,Four-Door Car,Medsize,Low,Low,None,2,0
YH24323,California,3390.79,No,Basic,College,2024-03-02,Medical Leave,F,20123,Suburban,Married,89,42,0,0,1,Corporate Auto,Corporate L3,2,Branch,569.2,Four-Door Car,Small,Low,Medium,None,2,0
HF67477,Washington,20379.96,No,Basic,High School or Below,0011-01-26,Disabled,M,20127,Suburban,Married,269,42,128,0,6,Personal Auto,Personal L2,1,Branch,1671.4,Luxury Car,Medsize,Low,Medium,None,5,0
KM65135,Oregon,6430.49,No,Basic,College,0011-02-28,Disabled,M,20192,Suburban,Single,89,32,92,0,8,Corporate Auto,Corporate L3,1,Branch,427.68,Four-Door Car,Small,Low,Low,None,2,0
AS48176,Oregon,16427.81,Yes,Basic,Bachelor,2024-05-02,Retired,M,20214,Suburban,Divorced,155,3,101,0,2,Personal Auto,Personal L3,1,Branch,1117.8,SUV,Medsize,Low,Medium,None,2,0
VW58299,California,16427.81,Yes,Basic,Bachelor,2024-05-02,Retired,M,20214,Suburban,Divorced,155,3,101,0,2,Personal Auto,Personal L3,1,Branch,1117.8,SUV,Medsize,Low,Medium,None,2,0
EI17022,Washington,16427.81,Yes,Basic,Bachelor,2024-05-02,Retired,M,20214,Suburban,Divorced,155,3,101,0,2,Corporate Auto,Corporate L3,1,Branch,1117.8,SUV,Medsize,Low,Medium,None,2,0
RX13282,Oregon,16427.81,Yes,Basic,Bachelor,2024-05-02,Retired,M,20214,Suburban,Divorced,155,3,101,0,2,Personal Auto,Personal L3,1,Branch,1117.8,SUV,Medsize,Low,Medium,None,2,0
UB18338,Oregon,16427.81,Yes,Basic,Bachelor,2024-05-02,Retired,M,20214,Suburban,Divorced,155,3,101,0,2,Personal Auto,Personal L1,1,Branch,1117.8,SUV,Medsize,Low,Medium,None,2,0
XL58577,California,16427.81,Yes,Basic,Bachelor,2024-05-02,Retired,M,20214,Suburban,Divorced,155,3,101,0,2,Personal Auto,Personal L2,1,Branch,1117.8,SUV,Medsize,Low,Medium,None,2,0
AS93181,Arizona,6083.88,No,Basic,Bachelor,0011-01-31,Disabled,F,20230,Suburban,Married,157,16,61,0,1,Personal Auto,Personal L3,1,Call Center,771.28,Sports Car,Medsize,Low,Medium,None,2,0
MI95708,Arizona,17479.37,No,Premium,High School or Below,0011-02-13,Retired,F,20362,Suburban,Married,155,34,19,0,2,Personal Auto,Personal L3,1,Call Center,745.2,Four-Door Car,Large,Low,Medium,None,2,0
VY76337,Washington,6901.34,No,Basic,High School or Below,0011-01-20,Disabled,M,20427,Suburban,Married,90,19,18,0,9,Personal Auto,Personal L3,1,Agent,434.16,Four-Door Car,Large,Low,Low,None,2,0
WK62379,Washington,12020.35,No,Premium,Bachelor,2024-07-01,Medical Leave,F,20442,Suburban,Married,157,9,7,0,3,Personal Auto,Personal L2,2,Branch,1070.02,Two-Door Car,Small,Low,Medium,None,2,0
DB71122,California,4746.37,No,Extended,Doctor,0011-01-31,Medical Leave,F,20444,Urban,Married,122,3,96,0,1,Personal Auto,Personal L2,3,Agent,503.08,Four-Door Car,Medsize,Low,Medium,None,2,0
ZT30559,California,6408.03,No,Basic,High School or Below,0011-01-28,Disabled,F,20478,Suburban,Married,85,46,20,0,3,Personal Auto,Personal L3,4,Web,408.24,Four-Door Car,Medsize,Low,Low,None,2,0
YL74732,California,5173.36,No,Basic,High School or Below,0011-02-14,Disabled,F,20509,Suburban,Married,135,1,9,0,1,Personal Auto,Personal L2,4,Web,648,SUV,Medsize,Low,Medium,None,2,0
NE24371,Oregon,8767.23,No,Extended,College,0011-01-26,Medical Leave,F,20655,Suburban,Married,115,23,22,0,9,Personal Auto,Personal L2,3,Call Center,550.8,Four-Door Car,Small,Low,Medium,None,2,0
FP67680,California,6443.46,No,Extended,High School or Below,0011-01-20,Medical Leave,M,20686,Suburban,Married,173,41,82,0,1,Personal Auto,Personal L3,1,Agent,829.44,SUV,Medsize,Low,Medium,None,2,0
SK79760,Washington,18569.98,No,Extended,Bachelor,2024-02-01,Medical Leave,M,20709,Suburban,Divorced,163,16,63,0,2,Corporate Auto,Corporate L2,1,Branch,926.78,SUV,Medsize,Low,Medium,None,2,0
MK19833,Arizona,6166.63,No,Basic,College,2024-07-02,Disabled,M,20767,Suburban,Married,82,14,49,0,4,Corporate Auto,Corporate L3,4,Web,395.28,Two-Door Car,Medsize,Low,Low,None,2,0
XU98055,Arizona,12888.2,No,Extended,College,2024-04-02,Medical Leave,M,20798,Suburban,Married,167,9,54,0,3,Personal Auto,Personal L3,3,Call Center,1205.28,SUV,Medsize,Low,Medium,None,2,0
KK27683,Nevada,5418.7,No,Basic,High School or Below,2024-04-01,Disabled,F,20808,Suburban,Married,143,5,90,0,1,Personal Auto,Personal L1,2,Branch,686.88,SUV,Large,Low,Medium,None,2,0
HG68775,Washington,6083.75,No,Premium,College,0011-02-17,Medical Leave,F,20874,Suburban,Married,155,46,24,0,1,Corporate Auto,Corporate L2,1,Web,826.12,Four-Door Car,Medsize,Low,Medium,None,2,0
ZL17677,Washington,28999.1,No,Basic,Master,2024-10-02,Medical Leave,F,20932,Suburban,Married,92,32,3,0,2,Personal Auto,Personal L2,2,Agent,518.25,Two-Door Car,Large,Low,Medium,None,2,0
IL12516,Oregon,3766.16,No,Basic,Bachelor,2024-08-01,Medical Leave,F,20944,Suburban,Married,100,27,32,0,1,Corporate Auto,Corporate L2,4,Web,479.52,Four-Door Car,Medsize,Low,Low,None,2,0
GG24674,California,3371.68,No,Basic,High School or Below,0011-02-21,Retired,F,20952,Suburban,Married,89,28,22,0,1,Personal Auto,Personal L1,3,Web,427.68,Two-Door Car,Medsize,Low,Low,None,2,0
YF80144,Washington,27979.26,No,Premium,Bachelor,2024-02-02,Disabled,M,20964,Suburban,Married,369,1,86,0,9,Personal Auto,Personal L3,3,Branch,2653.56,Luxury SUV,Small,Low,High,None,5,0
PD94851,Nevada,3271.4,No,Basic,Bachelor,0011-01-29,Medical Leave,M,21040,Rural,Married,88,30,32,0,1,Personal Auto,Personal L3,1,Agent,91.28,Two-Door Car,Medsize,Low,Low,None,2,0
QM46642,California,3535.88,No,Basic,Bachelor,0011-01-16,Disabled,M,21042,Rural,Married,96,15,65,0,1,Special Auto,Special L1,2,Agent,183.65,Two-Door Car,Medsize,Low,Low,None,2,0
OI74902,California,10773.41,No,Basic,College,0011-02-15,Retired,F,21101,Suburban,Divorced,155,11,81,1,3,Personal Auto,Personal L1,1,Web,886.65,SUV,Medsize,Low,Medium,Low,4,0
JM35350,California,7431.98,No,Basic,College,2024-02-02,Retired,F,21125,Suburban,Married,99,39,92,1,5,Special Auto,Special L3,2,Agent,557.91,Two-Door Car,Medsize,Low,Medium,Low,4,0
UB16654,Washington,6370.05,No,Basic,Master,0011-02-27,Disabled,M,21168,Urban,Divorced,86,27,39,0,8,Personal Auto,Personal L3,4,Web,352.19,Four-Door Car,Medsize,Low,Low,None,2,0
HH49391,Oregon,12710.17,No,Extended,High School or Below,2024-10-01,Retired,M,21250,Suburban,Divorced,178,19,5,0,4,Special Auto,Special L1,3,Web,855.36,SUV,Medsize,Low,Medium,None,2,0
SK97780,California,13649.55,No,Extended,Bachelor,0011-02-16,Medical Leave,F,21265,Urban,Married,122,36,50,0,2,Corporate Auto,Corporate L3,1,Branch,458.12,Two-Door Car,Large,Low,Low,None,2,0
BD35524,California,3564.66,No,Basic,Bachelor,0011-02-21,Disabled,M,21298,Suburban,Married,93,27,80,0,1,Personal Auto,Personal L2,2,Call Center,455.76,Two-Door Car,Medsize,Low,Low,None,2,0
ZF40671,Washington,16776.98,No,Premium,Master,2024-09-02,Medical Leave,F,21354,Urban,Married,144,32,134,0,2,Personal Auto,Personal L2,2,Call Center,450.75,Two-Door Car,Medsize,Low,Low,None,2,0
NP88319,Oregon,9375.77,No,Basic,High School or Below,2024-02-02,Disabled,F,21398,Suburban,Married,82,38,19,0,2,Corporate Auto,Corporate L3,4,Call Center,424.61,Two-Door Car,Medsize,Low,Low,None,2,0
RS30611,Arizona,9232.34,No,Extended,High School or Below,2024-01-02,Disabled,M,21426,Suburban,Married,120,27,26,0,4,Personal Auto,Personal L2,4,Branch,576.72,Four-Door Car,Medsize,Low,Medium,None,2,0
LP45550,Oregon,20741.19,No,Premium,Doctor,0011-01-15,Disabled,F,21461,Urban,Divorced,136,41,134,0,2,Personal Auto,Personal L3,2,Agent,409.25,Four-Door Car,Medsize,Low,Low,None,2,0
QC30094,Oregon,9320.33,No,Extended,High School or Below,2024-05-02,Medical Leave,F,21493,Suburban,Married,124,12,16,1,4,Corporate Auto,Corporate L2,1,Call Center,771.59,Four-Door Car,Small,Low,Medium,Low,4,0
GT97121,California,29791.43,No,Extended,College,0011-02-18,Disabled,M,21599,Suburban,Married,112,3,58,0,2,Personal Auto,Personal L3,2,Branch,537.84,Four-Door Car,Medsize,Low,Medium,None,2,0
DH18269,Arizona,14329.77,No,Extended,College,0011-01-13,Medical Leave,M,21654,Suburban,Divorced,130,39,126,0,2,Personal Auto,Personal L3,1,Branch,825.49,Two-Door Car,Medsize,Low,Medium,None,2,0
JY90595,Arizona,7463.7,No,Basic,High School or Below,2024-07-02,Medical Leave,M,21657,Suburban,Married,99,45,78,0,9,Personal Auto,Personal L3,1,Agent,473.04,Two-Door Car,Medsize,Low,Low,None,2,0
YI95574,Arizona,4842.94,No,Extended,High School or Below,0011-02-18,Disabled,M,21666,Suburban,Married,126,4,11,0,1,Personal Auto,Personal L2,2,Call Center,602.64,Four-Door Car,Large,Low,Medium,None,2,0
GS98873,Arizona,4372.82,No,Extended,Bachelor,2024-03-02,Disabled,F,21682,Suburban,Single,119,35,31,0,1,Personal Auto,Personal L2,3,Web,855.36,Four-Door Car,Medsize,Low,Medium,None,2,0
SG66076,Arizona,13576.29,No,Extended,Bachelor,2024-04-01,Disabled,M,21731,Suburban,Single,188,9,8,0,7,Personal Auto,Personal L1,1,Branch,1351.08,Sports Car,Medsize,Low,Medium,None,2,0
TO12347,California,7471.67,No,Basic,Bachelor,2024-05-02,Disabled,M,21736,Suburban,Divorced,100,22,14,0,3,Personal Auto,Personal L2,3,Call Center,590.77,Four-Door Car,Small,Low,Medium,None,2,0
WC83942,Oregon,28195.5,No,Extended,Bachelor,0011-01-23,Medical Leave,M,21753,Suburban,Married,109,36,26,0,2,Corporate Auto,Corporate L2,2,Web,668.1,Four-Door Car,Small,Low,Medium,None,2,0
OO62338,Oregon,9584.43,No,Basic,Bachelor,2024-03-01,Disabled,M,21763,Suburban,Married,88,7,115,2,2,Corporate Auto,Corporate L1,1,Web,421.2,Four-Door Car,Small,Low,Low,Low,4,0
SM67119,California,9616.99,No,Basic,College,0011-02-24,Disabled,F,21788,Suburban,Married,84,26,93,0,2,Personal Auto,Personal L3,1,Branch,401.76,Four-Door Car,Large,Low,Low,None,2,0
HK50871,California,3121.64,No,Basic,High School or Below,0011-01-31,Medical Leave,M,21793,Rural,Married,84,4,99,1,1,Personal Auto,Personal L3,4,Web,43.35,Four-Door Car,Large,Low,Low,Low,4,0
WX49215,Oregon,25021.73,No,Basic,Master,0011-02-17,Medical Leave,M,21808,Rural,Married,84,42,61,1,2,Personal Auto,Personal L3,1,Branch,123.33,Four-Door Car,Medsize,Low,Low,Low,4,0
TH67541,Arizona,7631.18,No,Basic,High School or Below,2024-07-01,Medical Leave,F,21831,Urban,Married,100,11,49,0,4,Corporate Auto,Corporate L3,1,Agent,419.86,Four-Door Car,Medsize,Low,Low,None,2,0
MC30750,Oregon,18543.78,Yes,Premium,Master,0011-02-13,Disabled,F,21844,Suburban,Divorced,244,30,107,0,8,Personal Auto,Personal L2,1,Web,1702.78,SUV,Medsize,Low,Medium,None,5,0
TC99043,California,18543.78,Yes,Premium,Master,0011-02-13,Disabled,F,21844,Suburban,Divorced,244,30,107,0,8,Personal Auto,Personal L2,1,Web,1702.78,SUV,Medsize,Low,Medium,None,5,0
IP94270,Arizona,18543.78,Yes,Premium,Master,0011-02-13,Disabled,F,21844,Suburban,Divorced,244,30,107,0,8,Personal Auto,Personal L2,1,Web,1702.78,SUV,Medsize,Low,Medium,None,5,0
FD73388,Arizona,18543.78,Yes,Premium,Master,0011-02-13,Disabled,F,21844,Suburban,Divorced,244,30,107,0,8,Personal Auto,Personal L3,1,Web,1702.78,SUV,Medsize,Low,Medium,None,5,0
MO21402,Oregon,18543.78,Yes,Premium,Master,0011-02-13,Disabled,F,21844,Suburban,Divorced,244,30,107,0,8,Personal Auto,Personal L3,1,Web,1702.78,SUV,Medsize,Low,Medium,None,5,0
ZA45956,California,18543.78,Yes,Premium,Master,0011-02-13,Disabled,F,21844,Suburban,Divorced,244,30,107,0,8,Personal Auto,Personal L2,1,Web,1702.78,SUV,Medsize,Low,Medium,None,5,0
OI39918,California,4648.46,No,Extended,Bachelor,0011-01-31,Medical Leave,M,21881,Suburban,Married,126,30,27,0,1,Personal Auto,Personal L3,2,Call Center,602.64,Two-Door Car,Large,Low,Medium,None,2,0
EP29567,Washington,9492.48,No,Extended,Master,0011-01-24,Retired,M,21902,Suburban,Married,126,18,74,0,9,Corporate Auto,Corporate L1,3,Web,672.91,Four-Door Car,Medsize,Low,Medium,None,2,0
HM33037,Arizona,10272.27,No,Basic,Bachelor,2024-10-01,Disabled,M,21915,Suburban,Married,266,23,92,0,1,Personal Auto,Personal L1,4,Web,1914.84,Luxury Car,Medsize,Low,Medium,None,5,0
DM95829,California,3407.35,No,Basic,College,0011-02-24,Medical Leave,M,21929,Suburban,Married,92,5,115,0,1,Personal Auto,Personal L3,4,Call Center,841.35,Two-Door Car,Medsize,Low,Medium,None,2,0
JT69863,Arizona,3253.64,No,Basic,Bachelor,0011-02-23,Medical Leave,M,21948,Suburban,Married,86,18,113,0,1,Personal Auto,Personal L2,3,Branch,414.72,Two-Door Car,Medsize,Low,Low,None,2,0
KA29693,California,15543.03,No,Basic,College,0011-01-13,Medical Leave,M,21959,Suburban,Married,135,15,31,0,2,Special Auto,Special L1,2,Web,1589.39,SUV,Medsize,Low,Medium,None,5,0
RO73268,California,4334.94,No,Extended,Bachelor,0011-02-15,Disabled,M,21963,Suburban,Divorced,116,8,113,0,1,Corporate Auto,Corporate L2,3,Agent,557.28,Two-Door Car,Medsize,Low,Medium,None,2,0
HW27766,Arizona,9800.09,No,Extended,College,2024-06-02,Medical Leave,M,22095,Suburban,Married,127,3,134,0,9,Personal Auto,Personal L3,1,Branch,696.02,Four-Door Car,Medsize,Low,Medium,None,2,0
